CHAVEAMENTOS: 16389
TME: 7344.40
TMR: 26475.10
VAZAO: 0.049879
TERMINO: t1 t2 t3
DIAGRAMA DE EVENTOS
57089 1003 EXEC
57099 1003 QUANTUM_EX
57099 1002 EXEC
57109 1002 QUANTUM_EX
57109 1003 EXEC
57119 1003 QUANTUM_EX
57119 1002 EXEC
57129 1002 QUANTUM_EX
57129 1003 EXEC
57139 1003 QUANTUM_EX
57139 1002 EXEC
57149 1002 QUANTUM_EX
57149 1003 EXEC
57159 1003 QUANTUM_EX
57159 1002 EXEC
57169 1002 QUANTUM_EX
57169 1003 EXEC
57179 1003 QUANTUM_EX
57179 1002 EXEC
57189 1002 QUANTUM_EX
57189 1003 EXEC
57199 1003 QUANTUM_EX
57199 1002 EXEC
57209 1002 QUANTUM_EX
57209 1003 EXEC
57219 1003 QUANTUM_EX
57219 1002 EXEC
57229 1002 QUANTUM_EX
57229 1003 EXEC
57239 1003 QUANTUM_EX
57239 1002 EXEC
57249 1002 QUANTUM_EX
57249 1003 EXEC
57259 1003 QUANTUM_EX
57259 1002 EXEC
57269 1002 QUANTUM_EX
57269 1003 EXEC
57279 1003 QUANTUM_EX
57279 1002 EXEC
57289 1002 QUANTUM_EX
57289 1003 EXEC
57299 1003 QUANTUM_EX
57299 1002 EXEC
57309 1002 QUANTUM_EX
57309 1003 EXEC
57319 1003 QUANTUM_EX
57319 1002 EXEC
57329 1002 QUANTUM_EX
57329 1003 EXEC
57339 1003 QUANTUM_EX
57339 1002 EXEC
57349 1002 QUANTUM_EX
57349 1003 EXEC
57359 1003 QUANTUM_EX
57359 1002 EXEC
57369 1002 QUANTUM_EX
57369 1003 EXEC
57379 1003 QUANTUM_EX
57379 1002 EXEC
57389 1002 QUANTUM_EX
57389 1003 EXEC
57399 1003 QUANTUM_EX
57399 1002 EXEC
57409 1002 QUANTUM_EX
57409 1003 EXEC
57419 1003 QUANTUM_EX
57419 1002 EXEC
57429 1002 QUANTUM_EX
57429 1003 EXEC
57439 1003 QUANTUM_EX
57439 1002 EXEC
57449 1002 QUANTUM_EX
57449 1003 EXEC
57459 1003 QUANTUM_EX
57459 1002 EXEC
57469 1002 QUANTUM_EX
57469 1003 EXEC
57479 1003 QUANTUM_EX
57479 1002 EXEC
57489 1002 QUANTUM_EX
57489 1003 EXEC
57499 1003 QUANTUM_EX
57499 1002 EXEC
57509 1002 QUANTUM_EX
57509 1003 EXEC
57519 1003 QUANTUM_EX
57519 1002 EXEC
57529 1002 QUANTUM_EX
57529 1003 EXEC
57539 1003 QUANTUM_EX
57539 1002 EXEC
57549 1002 QUANTUM_EX
57549 1003 EXEC
57559 1003 QUANTUM_EX
57559 1002 EXEC
57569 1002 QUANTUM_EX
57569 1003 EXEC
57579 1003 QUANTUM_EX
57579 1002 EXEC
57589 1002 QUANTUM_EX
57589 1003 EXEC
57599 1003 QUANTUM_EX
57599 1002 EXEC
57609 1002 QUANTUM_EX
57609 1003 EXEC
57619 1003 QUANTUM_EX
57619 1002 EXEC
57629 1002 QUANTUM_EX
57629 1003 EXEC
57639 1003 QUANTUM_EX
57639 1002 EXEC
57649 1002 QUANTUM_EX
57649 1003 EXEC
57659 1003 QUANTUM_EX
57659 1002 EXEC
57669 1002 QUANTUM_EX
57669 1003 EXEC
57679 1003 QUANTUM_EX
57679 1002 EXEC
57689 1002 QUANTUM_EX
57689 1003 EXEC
57699 1003 QUANTUM_EX
57699 1002 EXEC
57709 1002 QUANTUM_EX
57709 1003 EXEC
57719 1003 QUANTUM_EX
57719 1002 EXEC
57729 1002 QUANTUM_EX
57729 1003 EXEC
57739 1003 QUANTUM_EX
57739 1002 EXEC
57749 1002 QUANTUM_EX
57749 1003 EXEC
57759 1003 QUANTUM_EX
57759 1002 EXEC
57769 1002 QUANTUM_EX
57769 1003 EXEC
57779 1003 QUANTUM_EX
57779 1002 EXEC
57789 1002 QUANTUM_EX
57789 1003 EXEC
57799 1003 QUANTUM_EX
57799 1002 EXEC
57809 1002 QUANTUM_EX
57809 1003 EXEC
57819 1003 QUANTUM_EX
57819 1002 EXEC
57829 1002 QUANTUM_EX
57829 1003 EXEC
57839 1003 QUANTUM_EX
57839 1002 EXEC
57849 1002 QUANTUM_EX
57849 1003 EXEC
57859 1003 QUANTUM_EX
57859 1002 EXEC
57869 1002 QUANTUM_EX
57869 1003 EXEC
57879 1003 QUANTUM_EX
57879 1002 EXEC
57889 1002 QUANTUM_EX
57889 1003 EXEC
57899 1003 QUANTUM_EX
57899 1002 EXEC
57909 1002 QUANTUM_EX
57909 1003 EXEC
57919 1003 QUANTUM_EX
57919 1002 EXEC
57929 1002 QUANTUM_EX
57929 1003 EXEC
57939 1003 QUANTUM_EX
57939 1002 EXEC
57949 1002 QUANTUM_EX
57949 1003 EXEC
57959 1003 QUANTUM_EX
57959 1002 EXEC
57969 1002 QUANTUM_EX
57969 1003 EXEC
57979 1003 QUANTUM_EX
57979 1002 EXEC
57989 1002 QUANTUM_EX
57989 1003 EXEC
57999 1003 QUANTUM_EX
57999 1002 EXEC
58009 1002 QUANTUM_EX
58009 1003 EXEC
58019 1003 QUANTUM_EX
58019 1002 EXEC
58029 1002 QUANTUM_EX
58029 1003 EXEC
58039 1003 QUANTUM_EX
58039 1002 EXEC
58049 1002 QUANTUM_EX
58049 1003 EXEC
58059 1003 QUANTUM_EX
58059 1002 EXEC
58069 1002 QUANTUM_EX
58069 1003 EXEC
58079 1003 QUANTUM_EX
58079 1002 EXEC
58089 1002 QUANTUM_EX
58089 1003 EXEC
58099 1003 QUANTUM_EX
58099 1002 EXEC
58109 1002 QUANTUM_EX
58109 1003 EXEC
58119 1003 QUANTUM_EX
58119 1002 EXEC
58129 1002 QUANTUM_EX
58129 1003 EXEC
58139 1003 QUANTUM_EX
58139 1002 EXEC
58149 1002 QUANTUM_EX
58149 1003 EXEC
58159 1003 QUANTUM_EX
58159 1002 EXEC
58169 1002 QUANTUM_EX
58169 1003 EXEC
58179 1003 QUANTUM_EX
58179 1002 EXEC
58189 1002 QUANTUM_EX
58189 1003 EXEC
58199 1003 QUANTUM_EX
58199 1002 EXEC
58209 1002 QUANTUM_EX
58209 1003 EXEC
58219 1003 QUANTUM_EX
58219 1002 EXEC
58229 1002 QUANTUM_EX
58229 1003 EXEC
58239 1003 QUANTUM_EX
58239 1002 EXEC
58249 1002 QUANTUM_EX
58249 1003 EXEC
58259 1003 QUANTUM_EX
58259 1002 EXEC
58269 1002 QUANTUM_EX
58269 1003 EXEC
58279 1003 QUANTUM_EX
58279 1002 EXEC
58289 1002 QUANTUM_EX
58289 1003 EXEC
58299 1003 QUANTUM_EX
58299 1002 EXEC
58309 1002 QUANTUM_EX
58309 1003 EXEC
58319 1003 QUANTUM_EX
58319 1002 EXEC
58329 1002 QUANTUM_EX
58329 1003 EXEC
58339 1003 QUANTUM_EX
58339 1002 EXEC
58349 1002 QUANTUM_EX
58349 1003 EXEC
58359 1003 QUANTUM_EX
58359 1002 EXEC
58369 1002 QUANTUM_EX
58369 1003 EXEC
58379 1003 QUANTUM_EX
58379 1002 EXEC
58389 1002 QUANTUM_EX
58389 1003 EXEC
58399 1003 QUANTUM_EX
58399 1002 EXEC
58409 1002 QUANTUM_EX
58409 1003 EXEC
58419 1003 QUANTUM_EX
58419 1002 EXEC
58429 1002 QUANTUM_EX
58429 1003 EXEC
58439 1003 QUANTUM_EX
58439 1002 EXEC
58449 1002 QUANTUM_EX
58449 1003 EXEC
58459 1003 QUANTUM_EX
58459 1002 EXEC
58469 1002 QUANTUM_EX
58469 1003 EXEC
58479 1003 QUANTUM_EX
58479 1002 EXEC
58489 1002 QUANTUM_EX
58489 1003 EXEC
58499 1003 QUANTUM_EX
58499 1002 EXEC
58509 1002 QUANTUM_EX
58509 1003 EXEC
58519 1003 QUANTUM_EX
58519 1002 EXEC
58529 1002 QUANTUM_EX
58529 1003 EXEC
58539 1003 QUANTUM_EX
58539 1002 EXEC
58549 1002 QUANTUM_EX
58549 1003 EXEC
58559 1003 QUANTUM_EX
58559 1002 EXEC
58569 1002 QUANTUM_EX
58569 1003 EXEC
58579 1003 QUANTUM_EX
58579 1002 EXEC
58589 1002 QUANTUM_EX
58589 1003 EXEC
58599 1003 QUANTUM_EX
58599 1002 EXEC
58609 1002 QUANTUM_EX
58609 1003 EXEC
58619 1003 QUANTUM_EX
58619 1002 EXEC
58629 1002 QUANTUM_EX
58629 1003 EXEC
58639 1003 QUANTUM_EX
58639 1002 EXEC
58649 1002 QUANTUM_EX
58649 1003 EXEC
58659 1003 QUANTUM_EX
58659 1002 EXEC
58669 1002 QUANTUM_EX
58669 1003 EXEC
58679 1003 QUANTUM_EX
58679 1002 EXEC
58689 1002 QUANTUM_EX
58689 1003 EXEC
58699 1003 QUANTUM_EX
58699 1002 EXEC
58709 1002 QUANTUM_EX
58709 1003 EXEC
58719 1003 QUANTUM_EX
58719 1002 EXEC
58729 1002 QUANTUM_EX
58729 1003 EXEC
58739 1003 QUANTUM_EX
58739 1002 EXEC
58749 1002 QUANTUM_EX
58749 1003 EXEC
58759 1003 QUANTUM_EX
58759 1002 EXEC
58769 1002 QUANTUM_EX
58769 1003 EXEC
58779 1003 QUANTUM_EX
58779 1002 EXEC
58789 1002 QUANTUM_EX
58789 1003 EXEC
58799 1003 QUANTUM_EX
58799 1002 EXEC
58809 1002 QUANTUM_EX
58809 1003 EXEC
58819 1003 QUANTUM_EX
58819 1002 EXEC
58829 1002 QUANTUM_EX
58829 1003 EXEC
58839 1003 QUANTUM_EX
58839 1002 EXEC
58849 1002 QUANTUM_EX
58849 1003 EXEC
58859 1003 QUANTUM_EX
58859 1002 EXEC
58869 1002 QUANTUM_EX
58869 1003 EXEC
58879 1003 QUANTUM_EX
58879 1002 EXEC
58889 1002 QUANTUM_EX
58889 1003 EXEC
58899 1003 QUANTUM_EX
58899 1002 EXEC
58909 1002 QUANTUM_EX
58909 1003 EXEC
58919 1003 QUANTUM_EX
58919 1002 EXEC
58929 1002 QUANTUM_EX
58929 1003 EXEC
58939 1003 QUANTUM_EX
58939 1002 EXEC
58949 1002 QUANTUM_EX
58949 1003 EXEC
58959 1003 QUANTUM_EX
58959 1002 EXEC
58969 1002 QUANTUM_EX
58969 1003 EXEC
58979 1003 QUANTUM_EX
58979 1002 EXEC
58989 1002 QUANTUM_EX
58989 1003 EXEC
58999 1003 QUANTUM_EX
58999 1002 EXEC
59009 1002 QUANTUM_EX
59009 1003 EXEC
59019 1003 QUANTUM_EX
59019 1002 EXEC
59029 1002 QUANTUM_EX
59029 1003 EXEC
59039 1003 QUANTUM_EX
59039 1002 EXEC
59049 1002 QUANTUM_EX
59049 1003 EXEC
59059 1003 QUANTUM_EX
59059 1002 EXEC
59069 1002 QUANTUM_EX
59069 1003 EXEC
59079 1003 QUANTUM_EX
59079 1002 EXEC
59089 1002 QUANTUM_EX
59089 1003 EXEC
59099 1003 QUANTUM_EX
59099 1002 EXEC
59109 1002 QUANTUM_EX
59109 1003 EXEC
59119 1003 QUANTUM_EX
59119 1002 EXEC
59129 1002 QUANTUM_EX
59129 1003 EXEC
59139 1003 QUANTUM_EX
59139 1002 EXEC
59149 1002 QUANTUM_EX
59149 1003 EXEC
59159 1003 QUANTUM_EX
59159 1002 EXEC
59169 1002 QUANTUM_EX
59169 1003 EXEC
59179 1003 QUANTUM_EX
59179 1002 EXEC
59189 1002 QUANTUM_EX
59189 1003 EXEC
59199 1003 QUANTUM_EX
59199 1002 EXEC
59209 1002 QUANTUM_EX
59209 1003 EXEC
59219 1003 QUANTUM_EX
59219 1002 EXEC
59229 1002 QUANTUM_EX
59229 1003 EXEC
59232 1003 BLOQUEIO
59232 1002 EXEC
59242 1002 QUANTUM_EX
59252 1002 QUANTUM_EX
59262 1002 QUANTUM_EX
59272 1002 QUANTUM_EX
59282 1002 QUANTUM_EX
59292 1002 QUANTUM_EX
59302 1002 QUANTUM_EX
59312 1002 QUANTUM_EX
59322 1002 QUANTUM_EX
59332 1002 QUANTUM_EX
59342 1002 QUANTUM_EX
59352 1002 QUANTUM_EX
59362 1002 QUANTUM_EX
59372 1002 QUANTUM_EX
59382 1002 QUANTUM_EX
59392 1002 QUANTUM_EX
59402 1002 QUANTUM_EX
59412 1002 QUANTUM_EX
59422 1002 QUANTUM_EX
59432 1002 QUANTUM_EX
59442 1002 QUANTUM_EX
59452 1002 QUANTUM_EX
59462 1002 QUANTUM_EX
59472 1002 QUANTUM_EX
59482 1002 QUANTUM_EX
59492 1002 QUANTUM_EX
59502 1002 QUANTUM_EX
59512 1002 QUANTUM_EX
59522 1002 QUANTUM_EX
59526 1003 DESBLOQUEIO
59532 1002 QUANTUM_EX
59532 1003 EXEC
59542 1003 QUANTUM_EX
59542 1002 EXEC
59552 1002 QUANTUM_EX
59552 1003 EXEC
59562 1003 QUANTUM_EX
59562 1002 EXEC
59572 1002 QUANTUM_EX
59572 1003 EXEC
59582 1003 QUANTUM_EX
59582 1002 EXEC
59592 1002 QUANTUM_EX
59592 1003 EXEC
59602 1003 QUANTUM_EX
59602 1002 EXEC
59612 1002 QUANTUM_EX
59612 1003 EXEC
59622 1003 QUANTUM_EX
59622 1002 EXEC
59632 1002 QUANTUM_EX
59632 1003 EXEC
59642 1003 QUANTUM_EX
59642 1002 EXEC
59652 1002 QUANTUM_EX
59652 1003 EXEC
59662 1003 QUANTUM_EX
59662 1002 EXEC
59672 1002 QUANTUM_EX
59672 1003 EXEC
59682 1003 QUANTUM_EX
59682 1002 EXEC
59692 1002 QUANTUM_EX
59692 1003 EXEC
59702 1003 QUANTUM_EX
59702 1002 EXEC
59712 1002 QUANTUM_EX
59712 1003 EXEC
59722 1003 QUANTUM_EX
59722 1002 EXEC
59732 1002 QUANTUM_EX
59732 1003 EXEC
59742 1003 QUANTUM_EX
59742 1002 EXEC
59752 1002 QUANTUM_EX
59752 1003 EXEC
59762 1003 QUANTUM_EX
59762 1002 EXEC
59772 1002 QUANTUM_EX
59772 1003 EXEC
59782 1003 QUANTUM_EX
59782 1002 EXEC
59792 1002 QUANTUM_EX
59792 1003 EXEC
59802 1003 QUANTUM_EX
59802 1002 EXEC
59812 1002 QUANTUM_EX
59812 1003 EXEC
59822 1003 QUANTUM_EX
59822 1002 EXEC
59832 1002 QUANTUM_EX
59832 1003 EXEC
59842 1003 QUANTUM_EX
59842 1002 EXEC
59852 1002 QUANTUM_EX
59852 1003 EXEC
59862 1003 QUANTUM_EX
59862 1002 EXEC
59872 1002 QUANTUM_EX
59872 1003 EXEC
59882 1003 QUANTUM_EX
59882 1002 EXEC
59892 1002 QUANTUM_EX
59892 1003 EXEC
59902 1003 QUANTUM_EX
59902 1002 EXEC
59912 1002 QUANTUM_EX
59912 1003 EXEC
59922 1003 QUANTUM_EX
59922 1002 EXEC
59932 1002 QUANTUM_EX
59932 1003 EXEC
59942 1003 QUANTUM_EX
59942 1002 EXEC
59952 1002 QUANTUM_EX
59952 1003 EXEC
59962 1003 QUANTUM_EX
59962 1002 EXEC
59972 1002 QUANTUM_EX
59972 1003 EXEC
59982 1003 QUANTUM_EX
59982 1002 EXEC
59992 1002 QUANTUM_EX
59992 1003 EXEC
60002 1003 QUANTUM_EX
60002 1002 EXEC
60012 1002 QUANTUM_EX
60012 1003 EXEC
60022 1003 QUANTUM_EX
60022 1002 EXEC
60032 1002 QUANTUM_EX
60032 1003 EXEC
60042 1003 QUANTUM_EX
60042 1002 EXEC
60052 1002 QUANTUM_EX
60052 1003 EXEC
60062 1003 QUANTUM_EX
60062 1002 EXEC
60072 1002 QUANTUM_EX
60072 1003 EXEC
60082 1003 QUANTUM_EX
60082 1002 EXEC
60092 1002 QUANTUM_EX
60092 1003 EXEC
60102 1003 QUANTUM_EX
60102 1002 EXEC
60112 1002 QUANTUM_EX
60112 1003 EXEC
60122 1003 QUANTUM_EX
60122 1002 EXEC
60132 1002 QUANTUM_EX
60132 1003 EXEC
60142 1003 QUANTUM_EX
60142 1002 EXEC
60152 1002 QUANTUM_EX
60152 1003 EXEC
60162 1003 QUANTUM_EX
60162 1002 EXEC
60172 1002 QUANTUM_EX
60172 1003 EXEC
60182 1003 QUANTUM_EX
60182 1002 EXEC
60192 1002 QUANTUM_EX
60192 1003 EXEC
60202 1003 QUANTUM_EX
60202 1002 EXEC
60212 1002 QUANTUM_EX
60212 1003 EXEC
60222 1003 QUANTUM_EX
60222 1002 EXEC
60232 1002 QUANTUM_EX
60232 1003 EXEC
60242 1003 QUANTUM_EX
60242 1002 EXEC
60252 1002 QUANTUM_EX
60252 1003 EXEC
60262 1003 QUANTUM_EX
60262 1002 EXEC
60272 1002 QUANTUM_EX
60272 1003 EXEC
60282 1003 QUANTUM_EX
60282 1002 EXEC
60292 1002 QUANTUM_EX
60292 1003 EXEC
60302 1003 QUANTUM_EX
60302 1002 EXEC
60312 1002 QUANTUM_EX
60312 1003 EXEC
60322 1003 QUANTUM_EX
60322 1002 EXEC
60332 1002 QUANTUM_EX
60332 1003 EXEC
60342 1003 QUANTUM_EX
60342 1002 EXEC
60352 1002 QUANTUM_EX
60352 1003 EXEC
60362 1003 QUANTUM_EX
60362 1002 EXEC
60372 1002 QUANTUM_EX
60372 1003 EXEC
60382 1003 QUANTUM_EX
60382 1002 EXEC
60392 1002 QUANTUM_EX
60392 1003 EXEC
60402 1003 QUANTUM_EX
60402 1002 EXEC
60412 1002 QUANTUM_EX
60412 1003 EXEC
60422 1003 QUANTUM_EX
60422 1002 EXEC
60432 1002 QUANTUM_EX
60432 1003 EXEC
60442 1003 QUANTUM_EX
60442 1002 EXEC
60452 1002 QUANTUM_EX
60452 1003 EXEC
60462 1003 QUANTUM_EX
60462 1002 EXEC
60472 1002 QUANTUM_EX
60472 1003 EXEC
60482 1003 QUANTUM_EX
60482 1002 EXEC
60492 1002 QUANTUM_EX
60492 1003 EXEC
60502 1003 QUANTUM_EX
60502 1002 EXEC
60512 1002 QUANTUM_EX
60512 1003 EXEC
60522 1003 QUANTUM_EX
60522 1002 EXEC
60532 1002 QUANTUM_EX
60532 1003 EXEC
60542 1003 QUANTUM_EX
60542 1002 EXEC
60552 1002 QUANTUM_EX
60552 1003 EXEC
60562 1003 QUANTUM_EX
60562 1002 EXEC
60572 1002 QUANTUM_EX
60572 1003 EXEC
60582 1003 QUANTUM_EX
60582 1002 EXEC
60592 1002 QUANTUM_EX
60592 1003 EXEC
60602 1003 QUANTUM_EX
60602 1002 EXEC
60612 1002 QUANTUM_EX
60612 1003 EXEC
60622 1003 QUANTUM_EX
60622 1002 EXEC
60632 1002 QUANTUM_EX
60632 1003 EXEC
60642 1003 QUANTUM_EX
60642 1002 EXEC
60652 1002 QUANTUM_EX
60652 1003 EXEC
60662 1003 QUANTUM_EX
60662 1002 EXEC
60672 1002 QUANTUM_EX
60672 1003 EXEC
60682 1003 QUANTUM_EX
60682 1002 EXEC
60692 1002 QUANTUM_EX
60692 1003 EXEC
60702 1003 QUANTUM_EX
60702 1002 EXEC
60712 1002 QUANTUM_EX
60712 1003 EXEC
60722 1003 QUANTUM_EX
60722 1002 EXEC
60732 1002 QUANTUM_EX
60732 1003 EXEC
60742 1003 QUANTUM_EX
60742 1002 EXEC
60752 1002 QUANTUM_EX
60752 1003 EXEC
60762 1003 QUANTUM_EX
60762 1002 EXEC
60772 1002 QUANTUM_EX
60772 1003 EXEC
60782 1003 QUANTUM_EX
60782 1002 EXEC
60792 1002 QUANTUM_EX
60792 1003 EXEC
60802 1003 QUANTUM_EX
60802 1002 EXEC
60812 1002 QUANTUM_EX
60812 1003 EXEC
60822 1003 QUANTUM_EX
60822 1002 EXEC
60832 1002 QUANTUM_EX
60832 1003 EXEC
60842 1003 QUANTUM_EX
60842 1002 EXEC
60852 1002 QUANTUM_EX
60852 1003 EXEC
60862 1003 QUANTUM_EX
60862 1002 EXEC
60872 1002 QUANTUM_EX
60872 1003 EXEC
60882 1003 QUANTUM_EX
60882 1002 EXEC
60892 1002 QUANTUM_EX
60892 1003 EXEC
60902 1003 QUANTUM_EX
60902 1002 EXEC
60912 1002 QUANTUM_EX
60912 1003 EXEC
60922 1003 QUANTUM_EX
60922 1002 EXEC
60932 1002 QUANTUM_EX
60932 1003 EXEC
60942 1003 QUANTUM_EX
60942 1002 EXEC
60952 1002 QUANTUM_EX
60952 1003 EXEC
60962 1003 QUANTUM_EX
60962 1002 EXEC
60972 1002 QUANTUM_EX
60972 1003 EXEC
60982 1003 QUANTUM_EX
60982 1002 EXEC
60992 1002 QUANTUM_EX
60992 1003 EXEC
61002 1003 QUANTUM_EX
61002 1002 EXEC
61012 1002 QUANTUM_EX
61012 1003 EXEC
61022 1003 QUANTUM_EX
61022 1002 EXEC
61032 1002 QUANTUM_EX
61032 1003 EXEC
61042 1003 QUANTUM_EX
61042 1002 EXEC
61052 1002 QUANTUM_EX
61052 1003 EXEC
61062 1003 QUANTUM_EX
61062 1002 EXEC
61072 1002 QUANTUM_EX
61072 1003 EXEC
61082 1003 QUANTUM_EX
61082 1002 EXEC
61092 1002 QUANTUM_EX
61092 1003 EXEC
61102 1003 QUANTUM_EX
61102 1002 EXEC
61112 1002 QUANTUM_EX
61112 1003 EXEC
61122 1003 QUANTUM_EX
61122 1002 EXEC
61132 1002 QUANTUM_EX
61132 1003 EXEC
61142 1003 QUANTUM_EX
61142 1002 EXEC
61152 1002 QUANTUM_EX
61152 1003 EXEC
61162 1003 QUANTUM_EX
61162 1002 EXEC
61165 1002 TERMINO
61165 1003 EXEC
61175 1003 QUANTUM_EX
61185 1003 QUANTUM_EX
61195 1003 QUANTUM_EX
61205 1003 QUANTUM_EX
61215 1003 QUANTUM_EX
61225 1003 QUANTUM_EX
61235 1003 QUANTUM_EX
61245 1003 QUANTUM_EX
61255 1003 QUANTUM_EX
61265 1003 QUANTUM_EX
61275 1003 QUANTUM_EX
61285 1003 QUANTUM_EX
61295 1003 QUANTUM_EX
61305 1003 QUANTUM_EX
61315 1003 QUANTUM_EX
61325 1003 QUANTUM_EX
61335 1003 QUANTUM_EX
61345 1003 QUANTUM_EX
61355 1003 QUANTUM_EX
61365 1003 QUANTUM_EX
61375 1003 QUANTUM_EX
61385 1003 QUANTUM_EX
61395 1003 QUANTUM_EX
61405 1003 QUANTUM_EX
61415 1003 QUANTUM_EX
61425 1003 QUANTUM_EX
61435 1003 QUANTUM_EX
61445 1003 QUANTUM_EX
61455 1003 QUANTUM_EX
61465 1003 QUANTUM_EX
61475 1003 QUANTUM_EX
61485 1003 QUANTUM_EX
61495 1003 QUANTUM_EX
61505 1003 QUANTUM_EX
61515 1003 QUANTUM_EX
61525 1003 QUANTUM_EX
61535 1003 QUANTUM_EX
61545 1003 QUANTUM_EX
61555 1003 QUANTUM_EX
61565 1003 QUANTUM_EX
61575 1003 QUANTUM_EX
61585 1003 QUANTUM_EX
61595 1003 QUANTUM_EX
61605 1003 QUANTUM_EX
61615 1003 QUANTUM_EX
61625 1003 QUANTUM_EX
61635 1003 QUANTUM_EX
61645 1003 QUANTUM_EX
61655 1003 QUANTUM_EX
61665 1003 QUANTUM_EX
61675 1003 QUANTUM_EX
61685 1003 QUANTUM_EX
61695 1003 QUANTUM_EX
61705 1003 QUANTUM_EX
61715 1003 QUANTUM_EX
61725 1003 QUANTUM_EX
61735 1003 QUANTUM_EX
61745 1003 QUANTUM_EX
61755 1003 QUANTUM_EX
61765 1003 QUANTUM_EX
61775 1003 QUANTUM_EX
61785 1003 QUANTUM_EX
61795 1003 QUANTUM_EX
61805 1003 QUANTUM_EX
61815 1003 QUANTUM_EX
61825 1003 QUANTUM_EX
61835 1003 QUANTUM_EX
61845 1003 QUANTUM_EX
61855 1003 QUANTUM_EX
61865 1003 QUANTUM_EX
61875 1003 QUANTUM_EX
61885 1003 QUANTUM_EX
61895 1003 QUANTUM_EX
61905 1003 QUANTUM_EX
61915 1003 QUANTUM_EX
61925 1003 QUANTUM_EX
61935 1003 QUANTUM_EX
61945 1003 QUANTUM_EX
61955 1003 QUANTUM_EX
61965 1003 QUANTUM_EX
61975 1003 QUANTUM_EX
61985 1003 QUANTUM_EX
61995 1003 QUANTUM_EX
62005 1003 QUANTUM_EX
62015 1003 QUANTUM_EX
62025 1003 QUANTUM_EX
62035 1003 QUANTUM_EX
62045 1003 QUANTUM_EX
62055 1003 QUANTUM_EX
62065 1003 QUANTUM_EX
62075 1003 QUANTUM_EX
62085 1003 QUANTUM_EX
62095 1003 QUANTUM_EX
62105 1003 QUANTUM_EX
62115 1003 QUANTUM_EX
62125 1003 QUANTUM_EX
62135 1003 QUANTUM_EX
62145 1003 QUANTUM_EX
62155 1003 QUANTUM_EX
62165 1003 QUANTUM_EX
62175 1003 QUANTUM_EX
62185 1003 QUANTUM_EX
62195 1003 QUANTUM_EX
62205 1003 QUANTUM_EX
62215 1003 QUANTUM_EX
62225 1003 QUANTUM_EX
62235 1003 QUANTUM_EX
62245 1003 QUANTUM_EX
62255 1003 QUANTUM_EX
62265 1003 QUANTUM_EX
62275 1003 QUANTUM_EX
62285 1003 QUANTUM_EX
62295 1003 QUANTUM_EX
62305 1003 QUANTUM_EX
62315 1003 QUANTUM_EX
62325 1003 QUANTUM_EX
62335 1003 QUANTUM_EX
62345 1003 QUANTUM_EX
62355 1003 QUANTUM_EX
62365 1003 QUANTUM_EX
62375 1003 QUANTUM_EX
62385 1003 QUANTUM_EX
62395 1003 QUANTUM_EX
62405 1003 QUANTUM_EX
62415 1003 QUANTUM_EX
62425 1003 QUANTUM_EX
62435 1003 QUANTUM_EX
62445 1003 QUANTUM_EX
62455 1003 QUANTUM_EX
62465 1003 QUANTUM_EX
62475 1003 QUANTUM_EX
62485 1003 QUANTUM_EX
62495 1003 QUANTUM_EX
62505 1003 QUANTUM_EX
62515 1003 QUANTUM_EX
62525 1003 QUANTUM_EX
62535 1003 QUANTUM_EX
62545 1003 QUANTUM_EX
62555 1003 QUANTUM_EX
62565 1003 QUANTUM_EX
62575 1003 QUANTUM_EX
62585 1003 QUANTUM_EX
62595 1003 QUANTUM_EX
62605 1003 QUANTUM_EX
62615 1003 QUANTUM_EX
62625 1003 QUANTUM_EX
62635 1003 QUANTUM_EX
62645 1003 QUANTUM_EX
62655 1003 QUANTUM_EX
62665 1003 QUANTUM_EX
62675 1003 QUANTUM_EX
62685 1003 QUANTUM_EX
62695 1003 QUANTUM_EX
62705 1003 QUANTUM_EX
62715 1003 QUANTUM_EX
62725 1003 QUANTUM_EX
62735 1003 QUANTUM_EX
62745 1003 QUANTUM_EX
62755 1003 QUANTUM_EX
62765 1003 QUANTUM_EX
62775 1003 QUANTUM_EX
62785 1003 QUANTUM_EX
62795 1003 QUANTUM_EX
62805 1003 QUANTUM_EX
62812 1003 BLOQUEIO
63737 1003 DESBLOQUEIO
63737 1003 EXEC
63747 1003 QUANTUM_EX
63757 1003 QUANTUM_EX
63767 1003 QUANTUM_EX
63777 1003 QUANTUM_EX
63787 1003 QUANTUM_EX
63797 1003 QUANTUM_EX
63807 1003 QUANTUM_EX
63817 1003 QUANTUM_EX
63827 1003 QUANTUM_EX
63837 1003 QUANTUM_EX
63847 1003 QUANTUM_EX
63857 1003 QUANTUM_EX
63867 1003 QUANTUM_EX
63877 1003 QUANTUM_EX
63887 1003 QUANTUM_EX
63897 1003 QUANTUM_EX
63907 1003 QUANTUM_EX
63917 1003 QUANTUM_EX
63927 1003 QUANTUM_EX
63937 1003 QUANTUM_EX
63947 1003 QUANTUM_EX
63957 1003 QUANTUM_EX
63967 1003 QUANTUM_EX
63977 1003 QUANTUM_EX
63987 1003 QUANTUM_EX
63997 1003 QUANTUM_EX
64007 1003 QUANTUM_EX
64017 1003 QUANTUM_EX
64027 1003 QUANTUM_EX
64037 1003 QUANTUM_EX
64047 1003 QUANTUM_EX
